id,name,display_name,stage_id,stage_name,sub_stage_id,task_unit_id,task_unit_name,task_material_category_id,task_material_category_name
8970,Toilet brush,Supply & Install Toilet brush,480,Fixtures and fittings,1874,1,nr,1165,Toilet brush
8969,Toilet roll holder,Supply & Install Toilet roll holder,480,Fixtures and fittings,1874,1,nr,279,Toilet roll holder
9394,Bespoke fence; posts individually cut,Supply & Install Bespoke fence; posts individually cut,493,External works,1960,2,m,633,Fences
10830,Composite fence (excl. fence posts and footings),Supply & Install Composite fence (excl. fence posts and footings),493,External works,1960,2,m,2207,Composite fence
10668,Concrete post (excavation and concrete elsewhere),Supply & Install Concrete post (excavation and concrete elsewhere),493,External works,1960,1,nr,2112,Concrete post
9401,Excavation and setting out concrete for fence post,Supply & Install Excavation and setting out concrete for fence post,493,External works,1960,1,nr,1442,Concrete for fence post footings
9508,Fence post (excavation and concrete elsewhere),Supply & Install Fence post (excavation and concrete elsewhere),493,External works,1960,1,nr,1505,Fence post
10669,Gravel board,Supply & Install Gravel board,493,External works,1960,1,nr,2113,Gravel board
9554,Metal gate,Supply & Install Metal gate,493,External works,1960,1,nr,1881,Metal gate
8417,Pedestrian Gate,Supply & Install Pedestrian Gate,493,External works,1960,1,nr,633,Fences
10170,Refurbish existing gates,Supply & Install Refurbish existing gates,493,External works,1960,1,nr,1882,Refurbish existing gates
9825,Security Fence,Supply & Install Security Fence,493,External works,1960,2,m,1667,Security fence
5804,Timber fence / timber fencing (excl. fence posts and footings),Supply & Install Timber fence / timber fencing (excl. fence posts and footings),493,External works,1960,30,m,633,Fences
8459,Timber gate,Supply & Install Timber gate,493,External works,1960,1,nr,1385,Timber gates
8384,Two coats of paint to fence,Supply & Install Two coats of paint to fence,493,External works,1960,4,m2,2206,Two coats of paint to fence
9060,Bike storage / bike shed / cycle storage,Supply & Install Bike storage / bike shed / cycle storage,493,External works,1961,1,nr,1241,Bike Storage
9058,Bin storage / bin enclosure,Supply & Install Bin storage / bin enclosure,493,External works,1961,1,nr,1246,Bin storage / bin enclosure
9059,Compost bin / compost storage,Supply & Install Compost bin / compost storage,493,External works,1961,1,nr,1242,Compost Bin / Compost Storage
8388,External storage,Supply & Install External storage,493,External works,1961,35,item,1147,External Storage
9837,Garden room,Supply & Install Garden room,493,External works,1961,1,nr,1677,Garden room
10671,Garden Workshop,Supply & Install Garden Workshop,493,External works,1961,35,item,2114,Garden workshop
9057,Timber shed excluding base,Supply & Install Timber shed excluding base,493,External works,1961,1,nr,1245,Timber shed
9569,Timber SIP Garden Room,Supply & Install Timber SIP Garden Room,493,External works,1961,1,nr,1528,Timber SIP Garden Room
9730,Bespoke built in seating,Supply & Install Bespoke built in seating,493,External works,1867,1,nr,1627,Bespoke built in external seating
9731,Bespoke planter,Supply & Install Bespoke planter,493,External works,1867,1,nr,1628,Bespoke planter
9395,Built in BBQ,Supply & Install Built in BBQ,493,External works,1867,1,nr,1438,Built in BBQ
9558,Car port,Supply & Install Car port,493,External works,1867,35,item,1525,Car port
10873,Concrete bench; 2-3m length,Supply & Install Concrete bench; 2-3m length,493,External works,1867,1,nr,2227,Concrete bench
10392,Garden arch to be relocated,Supply & Install Garden arch to be relocated,493,External works,1867,1,nr,,
8904,Garden Pergola,Supply & Install Garden Pergola,493,External works,1867,1,nr,1121,Garden Pergola
10340,Rotary Washing Line (exc. concrete base if required),Supply & Install Rotary Washing Line (exc. concrete base if required),493,External works,1867,1,nr,1959,Rotary Washing Line
8516,Timber bench,Supply & Install Timber bench,493,External works,1867,35,item,1031,Timber bench
9070,Timber wooden planter,Supply & Install Timber wooden planter,493,External works,1867,1,nr,273,Timber wooden planter
8339,Trellis,Supply & Install Trellis,493,External works,1867,4,m2,611,Trellis
9570,150mm ready mix concrete slab to form bin store / shed base etc,Supply & Install 150mm ready mix concrete slab to form bin store / shed base etc,493,External works,1873,4,m2,1371,150mm concrete slab
10488,40mm ready mix concrete mortar layer,Supply & Install 40mm ready mix concrete mortar layer,493,External works,1873,4,m2,2031,40mm ready mix concrete mortar layer
10426,50mm ready mix concrete base for porcelain slabs,Supply & Install 50mm ready mix concrete base for porcelain slabs,493,External works,1873,4,m2,2007,50mm concrete slab (C25 grade)
10259,600mm wide by 1000mm deep trench foundations (4-10m run),Supply & Install 600mm wide by 1000mm deep trench foundations (4-10m run),493,External works,1997,2,m,805,"Shuttering, concrete and mesh to 600mm wide by 1000mm deep trench foundations (4-10m run)"
8424,Adjustable pedestal system for paving/decking,Supply & Install Adjustable pedestal system for paving/decking,493,External works,1873,4,m2,638,Adjustable pedestals
10720,Aluminium Deck Framing & Substructure,Supply & Install Aluminium Deck Framing & Substructure,493,External works,2094,4,m2,2145,Aluminium Deck Framing & Substructure
9626,Artificial grass / artificial tuf,Supply & Install Artificial grass / artificial tuf,493,External works,1872,4,m2,10,Artificial turf
10093,"Bespoke planter; blockwork, 1.2x4.8m; 750mm height","Supply & Install Bespoke planter; blockwork, 1.2x4.8m; 750mm height",493,External works,2005,1,nr,1850,"Bespoke planter; blockwork, 1.2x4.8m; 750mm height"
10092,"Bespoke planter; blockwork, 1.37x10.4m; 750mm height","Supply & Install Bespoke planter; blockwork, 1.37x10.4m; 750mm height",493,External works,2005,1,nr,1849,Bespoke blockwork planter; 1.37x10.4m
10155,Car park ground preparation,Supply & Install Car park ground preparation,493,External works,1985,4,m2,1665,External driveway ground preparation
10313,"Ceramic tiles to terrace/balcony, excluding adhesive and grout","Supply & Install Ceramic tiles to terrace/balcony, excluding adhesive and grout",493,External works,1873,4,m2,337,Ceramic tiles to floor
10153,Compact and level ground,Supply & Install Compact and level ground,493,External works,1985,4,m2,,
10894,Concrete External Countertop / BBQ,Supply & Install Concrete External Countertop / BBQ,493,External works,1873,1,nr,2230,Concrete External Countertop / BBQ
10258,Coping stones to garden wall,Supply & Install Coping stones to garden wall,493,External works,1997,2,m,52,Coping stones
8425,Decking,Supply & Install Decking,493,External works,2094,4,m2,637,Decking
8921,Decorative loose stone finish,Supply & Install Decorative loose stone finish,493,External works,1873,4,m2,1133,Loose aggregate
10640,Drip irrigation system,Supply & Install Drip irrigation system,493,External works,1872,38,Zone,2093,Drip irrigation system
9822,Ducting / pipework for underground services,Supply & Install Ducting / pipework for underground services,493,External works,1982,2,m,1663,Ducting / pipes for underground services
8834,Employer supplied paving,Supply & Install Employer supplied paving,493,External works,1873,4,m2,1060,Employer supplied paving
9631,Excavate and remove soil for service trench and backfill; by machine; width exceeding 0.30m; depth not exceeding 1m,Supply & Install Excavate and remove soil for service trench and backfill; by machine; width exceeding 0.30m; depth not exceeding 1m,493,External works,1982,2,m,1436,Backfill; to 1m depth
10586,Excavate and remove soil for service trench and backfill; by machine; width exceeding 0.30m; depth not exceeding 2m,Supply & Install Excavate and remove soil for service trench and backfill; by machine; width exceeding 0.30m; depth not exceeding 2m,493,External works,1982,2,m,1664,Backfill; to 2m depth
10588,Excavate and remove soil for service trench and backfill; by machine; width exceeding 0.30m; depth not exceeding 6m,Supply & Install Excavate and remove soil for service trench and backfill; by machine; width exceeding 0.30m; depth not exceeding 6m,493,External works,1982,2,m,2073,Backfill; to 6m depth
10587,Excavate and remove soil for service trench and backfill; by machine; width exceeding 0.30m; not exceeding 4m depth,Supply & Install Excavate and remove soil for service trench and backfill; by machine; width exceeding 0.30m; not exceeding 4m depth,493,External works,1982,2,m,2072,Backfill; to 4m depth
9386,Excavate by hand and remove soil,Supply & Install Excavate by hand and remove soil,493,External works,1985,6,m3,242,Soil excavation
10541,Excavation and setting out concrete for support post,Supply & Install Excavation and setting out concrete for support post,493,External works,2094,1,nr,2049,Excavation and setting out concrete for support post
9560,External brick wall; one brick wide (215mm wide),Supply & Install External brick wall; one brick wide (215mm wide),493,External works,1997,4,m2,496,One brick wide brick wall
9890,External cleaning on project completion,Supply & Install External cleaning on project completion,493,External works,1872,35,item,,
10665,External downlight,Supply & Install External downlight,493,External works,1998,1,nr,83,Downlight
9823,External driveway ground preparation,Supply & Install External driveway ground preparation,493,External works,1985,4,m2,1665,External driveway ground preparation
9215,External glass balustrade,Supply & Install External glass balustrade,493,External works,1873,2,m,12,Glass balustrade
9214,External handrail,Supply & Install External handrail,493,External works,1873,2,m,1193,Handrail
9216,External metal balustrade,Supply & Install External metal balustrade,493,External works,1873,2,m,607,Metal balustrade
8833,External paving ground preparation,Supply & Install External paving ground preparation,493,External works,1985,4,m2,1059,External paving ground preparation
9481,External socket,Supply & Install External socket,493,External works,1998,31,point,1494,External socket
9886,External switch,Supply & Install External switch,493,External works,1998,1,nr,1715,External switch
8105,External tap,Supply & Install External tap,493,External works,1982,1,nr,456,External tap
9884,Garden / external wall; brick pier; one brick thick; 215x215m,Supply & Install Garden / external wall; brick pier; one brick thick; 215x215m,493,External works,1997,2,m,30,Brick pier; one brick thick; 215x215mm
10736,Garden retaining wall,Supply & Install Garden retaining wall,493,External works,1997,4,m2,689,Retaining Wall
10617,"One brick wide brick wall (215mm wide, garden wall)","Supply & Install One brick wide brick wall (215mm wide, garden wall)",493,External works,1997,4,m2,496,One brick wide brick wall
10345,One skin stone wall; 150mm thick; incl. lime mortar (1:3); courses average 150mm high; irregular coursing,Supply & Install One skin stone wall; 150mm thick; incl. lime mortar (1:3); courses average 150mm high; irregular coursing,493,External works,1997,4,m2,1571,One skin stone wall
10703,Render to garden wall,Supply & Install Render to garden wall,493,External works,1997,4,m2,174,Render
10485,Retaining wall,Supply & Install Retaining wall,493,External works,1997,4,m2,689,Retaining Wall
10456,Single coat of paint to external wall,Supply & Install Single coat of paint to external wall,493,External works,1997,4,m2,856,Single coat of paint
9883,Soldier course to garden wall,Supply & Install Soldier course to garden wall,493,External works,1997,2,m,1713,Soldier course
10427,Wall Starter System Fixing Kit; External brick walls,Supply & Install Wall Starter System Fixing Kit; External brick walls,493,External works,1997,2,m,1353,Wall Starter System
10539,External works; timber balustrade,Supply & Install External works; timber balustrade,493,External works,2093,2,m,1112,Timber balustrade
8630,External Wall Light,Supply & Install External Wall Light,493,External works,1998,1,nr,720,External wall light
10832,Strip out existing and fit new external wall light,Supply & Install Strip out existing and fit new external wall light,493,External works,1998,1,nr,720,External wall light
8929,Timber decking; joisted substructure,Supply & Install Timber decking; joisted substructure,493,External works,2094,4,m2,1136,Decking timber joisted substructure
10540,Timber decking; steps/stairs,Supply & Install Timber decking; steps/stairs,493,External works,2094,1,nr,2048,Timber decking; steps/stairs
9612,Garden edging,Supply & Install Garden edging,493,External works,1872,2,m,1552,Timber edging
10639,Irrigation system,Supply & Install Irrigation system,493,External works,1872,38,Zone,2092,Irrigation system
10360,Lawn protection,Supply & Install Lawn protection,493,External works,1872,4,m2,1969,Lawn protection
8836,Living wall system,Supply & Install Living wall system,493,External works,1872,4,m2,1062,Living wall system
8524,PC allowance for additional landscaping / garden works,Supply & Install PC allowance for additional landscaping / garden works,493,External works,1872,35,item,619,Soft Landscaping by area
8746,Planting perennial plants ,Supply & Install Planting perennial plants ,493,External works,1872,4,m2,619,Soft Landscaping by area
8657,Plants,Supply & Install Plants,493,External works,1872,1,nr,732,"Hedges, shrubs, plants, trees"
8382,Soft Landscaping by area,Supply & Install Soft Landscaping by area,493,External works,1872,4,m2,619,Soft Landscaping by area
8949,Soft Landscaping by nr,Supply & Install Soft Landscaping by nr,493,External works,1872,1,nr,1148,Soft Landscaping by nr
8595,Terracotta pot + plant,Supply & Install Terracotta pot + plant,493,External works,1872,1,nr,619,Soft Landscaping by area
9729,Topsoil,Supply & Install Topsoil,493,External works,1872,4,m2,1626,Topsoil
8454,Tree on roof,Supply & Install Tree on roof,493,External works,1872,1,nr,619,Soft Landscaping by area
8656,Turf,Supply & Install Turf,493,External works,1872,4,m2,619,Soft Landscaping by area
10058,Provisional Sum for Garden Works,Supply & Install Provisional Sum for Garden Works,493,External works,2000,35,item,1832,Provisional Sum for Garden Works
10843,Provisional sum for repairs to driveway,Supply & Install Provisional sum for repairs to driveway,493,External works,2000,35,item,,
10638,Provisional sum for works to balconies,Supply & Install Provisional sum for works to balconies,493,External works,2000,35,item,,
10235,Provisional sum for works to substation,Supply & Install Provisional sum for works to substation,493,External works,2000,35,item,1100,Provisional Sum
10030,Sunken fire pit,Supply & Install Sunken fire pit,493,External works,2000,1,nr,1811,Sunken fire pit
10443,Extra over; Porcelain tiles fitted into a new manhole tray for inset finishes,Supply & Install Extra over; Porcelain tiles fitted into a new manhole tray for inset finishes,493,External works,1873,4,m2,502,Porcelain tiles to floor
10633,Form benches in brick,Supply & Install Form benches in brick,493,External works,1873,1,nr,2090,Benches in brick
10643,Form benches in brick with concrete footing; including excavation and formwork,Supply & Install Form benches in brick with concrete footing; including excavation and formwork,493,External works,1873,1,nr,2096,Form benches in brick with concrete footing; including excavation and formwork 
10091,Form concrete stairs,Supply & Install Form concrete stairs,493,External works,1873,2,m,1848,Concrete stairs
9204,Form concrete steps,Supply & Install Form concrete steps,493,External works,1873,4,m2,1339,Form concrete steps
10646,Form stairs in brick with concrete sub-base; including excavation and formwork,Supply & Install Form stairs in brick with concrete sub-base; including excavation and formwork,493,External works,1873,1,nr,2099,Form stairs in brick with concrete sub-base; including excavation and formwork 
8416,Gabion Baskets,Supply & Install Gabion Baskets,493,External works,1873,2,m,632,Gabion Baskets
9950,Granite sett edging,Supply & Install Granite sett edging,493,External works,1873,2,m,1754,Granite sett edging
9591,Gravel to perimeter,Supply & Install Gravel to perimeter,493,External works,1873,2,m,1308,Gravel to roof perimeter
8590,Hard Landscaping (excl. ground preparation and sub base),Supply & Install Hard Landscaping (excl. ground preparation and sub base),493,External works,1873,4,m2,157,Paving
9138,Hardcore fill / sub base / sub-base,Supply & Install Hardcore fill / sub base / sub-base,493,External works,1873,4,m2,126,Hardcore
9094,Jet wash paving area,Supply & Install Jet wash paving area,493,External works,1873,4,m2,660,Specialist cleaning
9962,Kerb and haunching,Supply & Install Kerb and haunching,493,External works,1873,2,m,1767,Kerb and haunching
8903,Large garden pond,Supply & Install Large garden pond,493,External works,1873,1,nr,1120,Large Garden pond
9348,Low pressure water jet washing,Supply & Install Low pressure water jet washing,493,External works,1873,4,m2,660,Specialist cleaning
10884,Mesh reinforcement to shed/store slab,Supply & Install Mesh reinforcement to shed/store slab,493,External works,1873,4,m2,359,Mesh reinforcement to slab
10794,Patio area paving (excl. ground preparation and sub base),Supply & Install Patio area paving (excl. ground preparation and sub base),493,External works,1873,4,m2,157,Paving
8658,Paving (excl. ground preparation and sub base),Supply & Install Paving (excl. ground preparation and sub base),493,External works,1873,4,m2,157,Paving
8722,Paving to floor,Supply & Install Paving to floor,493,External works,1873,4,m2,157,Paving
9392,Paving to stairs,Supply & Install Paving to stairs,493,External works,1873,4,m2,157,Paving
9952,PC allowance for additional hard landscaping / garden works,Supply & Install PC allowance for additional hard landscaping / garden works,493,External works,1873,35,item,1756,PC allowance for additional hard landscaping / garden works
10424,Porcelain tiles to floor (External areas),Supply & Install Porcelain tiles to floor (External areas),493,External works,1873,4,m2,502,Porcelain tiles to floor
9621,Prime Cost Sum for the supply of paving,Supply & Install Prime Cost Sum for the supply of paving,493,External works,1873,35,item,157,Paving
9393,Re-pointing to garden walls,Supply & Install Re-pointing to garden walls,493,External works,1873,4,m2,759,Re-pointing to walls
9827,Road Line Marking,Supply & Install Road Line Marking,493,External works,1873,35,item,1669,Road Line Marking
8905,Small garden pond,Supply & Install Small garden pond,493,External works,1873,1,nr,1122,Small garden pond
10302,Step refurbished and made good,Supply & Install Step refurbished and made good,493,External works,1873,1,nr,1928,Step refurbished and made good
10367,Stone plinth at base of external door,Supply & Install Stone plinth at base of external door,493,External works,1873,2,m,1974,Stone plinth
8701,Stone slabs,Supply & Install Stone slabs,493,External works,1873,4,m2,545,Stone tiles to floor
8853,Sub-base for external paving,Supply & Install Sub-base for external paving,493,External works,1873,4,m2,1081,Sub-base for external paving
10425,Tile adhesive and grouting to floor (External areas),Supply & Install Tile adhesive and grouting to floor (External areas),493,External works,1873,4,m2,1033,10mm flexible adhesive and MAPEI grouting 
10314,Tile adhesive and grouting to terrace/balcony floor,Supply & Install Tile adhesive and grouting to terrace/balcony floor,493,External works,1873,4,m2,1033,10mm flexible adhesive and MAPEI grouting 
8947,Timber sleeper,Supply & Install Timber sleeper,493,External works,1873,2,m,1329,Timber sleeper
9663,Water feature,Supply & Install Water feature,493,External works,1873,1,nr,1588,Water feature
10342,Pricing clarifications - External works,Supply & Install Pricing clarifications - External works,493,External works,2072,35,item,1961,Pricing clarifications - External works
10343,Strip out wall; stone boundary wall; approx. 200mm thick,Supply & Install Strip out wall; stone boundary wall; approx. 200mm thick,493,External works,2073,4,m2,,
